Identifiant espace vert;Typologie d'espace vert;Catégorie;Adresse - Numéro;Adresse - Complément;Adresse - type voie;Adresse - Libellé voie;Code postal;Surface calculée;Superficie totale réelle;Surface horticole;Présence cloture;Périmètre;Année de l'ouverture;Année de rénovation;Ancien nom de l'espace vert;Année de changement de nom;Nombre d'entités;Ouverture 24h_24h;ID_DIVISION;ID_ATELIER_HORTICOLE;IDA3D_ENB;SITE_VILLES;ID_EQPT;Compétence
11604;Périphérique;Talus;26;V;RUE;GUSTAVE CHARPENTIER;75017;490;489;489;Non;160.16493354;;;Porte Maillot 56 B;;2;;117;34;0;SV;9410;CP
436;Périphérique;Talus;0;;;;75016;1677;1700;1700;Non;463.87413814;;;;;1;;999;;0;0;0;0
11708;Murs végétalisés;Murs vegetalises;40;;RUE DE;LYON;75012;1;;;Non;8.84436279;2015;;;;3;;111;15;JDE9601;SV;9601;CA
11714;Promenades ouvertes;Promenade;34;;BOULEVARD;KELLERMANN;75013;13569;13000;8565;Oui;1213.18398488;2018;;;;1;Non;113;20;53075;5875;9906;CP
11743;Périphérique;Talus;2;;VOIE;CT/19;75019;1064;1228;1228;Non;178.91669451;;;;;1;;119;43;0;SV;10415;CP
11765;Promenades ouvertes;Promenade;39;;AVENUE;JEAN MOULIN;75014;5672;5600;;Oui;781.66171069;2019;;;;1;Non;114;23;339068;5876;10527;CP
11771;Jardins privatifs;Promenade;93;;RUE DE;LAGNY;75020;12533;;;Oui;1776.05630306;;;;;1;Non;120;47;0;3423;10534;CP
11812;Ephémères, partagés, pédagogiques;Jardin partage;159;;RUE DE LA;CROIX NIVERT;75015;124;140;140;Oui;;2015;;OMBRELLE ET COCCINELLE;;1;Non;115;25;203964;3219;0;0
11833;Ephémères, partagés, pédagogiques;Jardin partage;105;;RUE DU;BAC;75007;101;77;77;Oui;;2013;;;;1;Non;101;6;237553;1071;3549;0
11855;Ephémères, partagés, pédagogiques;Jardin partage;41;;RUE;MIRABEAU;75016;69;83;83;Oui;;2017;;JARDIN SAINTE PERINE;;1;Non;116;32;0;4147;0;0
11895;Murs végétalisés;Murs vegetalises;68;;AVENUE;PHILIPPE-AUGUSTE;75011;12;;;Non;;9999;;;;0;;111;12;JDE9594;SV;9594;CA
11915;Ephémères, partagés, pédagogiques;Jardin partage;1;;PLACE;FREHEL;75020;254;250;250;Non;;2017;;LE VERGER FREHEL;;1;;120;44;70147;3519;10644;CA
10214;Décorations sur la voie publique;Decoration;1;V;PLACE DU;PARVIS NOTRE DAME   PLACE JEAN PAUL II;75004;656;652;652;Non;388.8915099;;;;;7;;101;3;JDE7134;SV;7134;CA
12003;Promenades ouvertes;Promenade;18;;AVENUE DE LA;PORTE DE VILLIERS;75017;323;300;300;Oui;251.69999786;2018;;;;1;Oui;117;34;0;SV;11731;CA
12043;Murs végétalisés;Murs vegetalises;8;;RUE DU;GENERAL BLAISE;75011;;21;211;Non;;2016;;SQUARE MAURICE GARDETTE;;5;;111;12;0;3853;0;0
12044;Murs végétalisés;Murs vegetalises;6;;RUE;SERVAN;75011;;27;27;Non;;2016;;SQUARE DE LA ROQUETTE;;6;;111;12;0;2012;0;0
12077;Murs végétalisés;Murs vegetalises;3;;RUE;JULIA BARTET;75014;;63;63;Non;;2016;;SQUARE JULIA BARTET;;1;;114;23;0;537;0;0
12091;Murs végétalisés;Murs vegetalises;1;;RUE;RENE RAVAUD;75015;;709;709;Non;;2015;;SQUARE CARLO SARRABEZOLLES;;1;;115;29;0;4297;0;0
12114;Murs végétalisés;Murs vegetalises;41;;RUE;MIRABEAU;75016;;27;27;Non;;2017;;JARDIN DE L'HOPITAL SAINTE-PERINE;;1;;116;32;0;4147;0;0
12133;Murs végétalisés;Murs vegetalises;4;;RUE;DAMPIERRE;75019;;62;62;Non;;2017;;SQUARE DAMPIERRE - ROUVET;;1;;119;41;0;98;0;0
11952;Décorations sur la voie publique;Jardiniere;90;V;AVENUE DU;GENERAL LECLERC;75014;50;50;50;Non;;2018;;;;3;;114;23;JDE10839;SV;10839;CA
11964;Décorations sur la voie publique;Jardiniere;20;V;BOULEVARD DE;BELLEVILLE;75020;772;770;770;Non;;2020;;;;20;;120;44;JDE10857;SV;10857;CA
12151;Murs végétalisés;Murs vegetalises;128;;RUE DE;LAGNY;75020;;50;50;Non;;2016;;SQUARE DE LA PAIX;;1;;120;47;0;1411;0;0
11933;Décorations sur la voie publique;Jardiniere;5;;RUE DE L';ABBE GILLET;75016;51;125;125;Non;;2019;;;;2;;116;33;JDE10720;SV;10720;CA
12183;Décorations sur la voie publique;Jardiniere;2;;RUE;PEAN;75013;64;65;65;Non;;2020;;;;1;;113;17;JDE11736;SV;11736;CP
12894;Murs végétalisés;Murs vegetalises;7;;IMPASSE DE LA;BALEINE;75011;;;;Non;;9999;;;;2;;111;11;JDE11853;SV;11853;CP
12912;Décorations sur la voie publique;Jardiniere;2;V;AVENUE DU;MARECHAL LYAUTEY;75016;;;;Non;;9999;;;;;;116;31;JDE11871;SV;11871;CP
12903;Décorations sur la voie publique;Jardiniere;2;;RUE;PAUL BOURGET;75013;1637;1600;1600;Non;;2021;;;;32;;113;20;JDE11862;SV;11862;CP
12918;Décorations sur la voie publique;Jardiniere;11;;CITE;LEPAGE;75019;94;100;100;Non;;2021;;;;8;;119;42;JDE11877;SV;11877;CP
12944;Décorations sur la voie publique;Jardiniere;1;;RUE DE LA;BIENFAISANCE;75008;282;;;Non;;9999;;;;8;;104;8;JDE12015;SV;12015;CP
43;Promenades ouvertes;Jardin;73;B;BOULEVARD;SAINT GERMAIN;75005;4006;4000;200;Oui;370.91060672;1971;;;;1;Non;113;4;44309;3621;4962;CP
232;Promenades ouvertes;Jardin;78;;AVENUE;EDISON;75013;2495;2600;1132;Oui;209.62433661;1973;;JARDIN ILOT DES DEUX MOULINS;2000;1;Non;113;163;53512;1488;3368;CA
153;Promenades ouvertes;Promenade;35;;BOULEVARD;RICHARD LENOIR;75011;2866;3200;1130;Oui;357.0098371;1994;;PROMENADE RICHARD LENOIR SQUARE BATACLAN;;0;Non;111;11;48634;3857;3447;CA
157;Promenades ouvertes;Square;90;;RUE DE LA;ROQUETTE;75011;1028;1030;650;Oui;135.86429047;2003;;SQUARE DU 90 RUE DE LA ROQUETTE;2006;1;Non;111;11;49505;229;3681;CA
246;Promenades ouvertes;Jardin;34;;RUE;GANDON;75013;7205;7460;5064;Oui;422.60555653;1993;;;1992;1;Non;113;17;53582;185;3406;CA
352;Promenades ouvertes;Square;90;;RUE D;ALLERAY;75015;3324;3483;2275;Oui;262.27280058;1975;;;;1;Non;115;24;56497;1072;3457;CA
410;Promenades ouvertes;Square;1;;AVENUE DU;MARECHAL LYAUTEY;75016;2106;2470;1645;Oui;197.33236784;1934;1989;;1934;1;Oui;116;31;59702;4299;3705;CA
405;Promenades ouvertes;Square;51;;AVENUE DU;MARECHAL FAYOLLE;75016;3384;3506;1185;Oui;260.9261495;1931;2009;;1992;1;Oui;116;30;59743;4310;3480;CA
331;Promenades ouvertes;Square;3;;RUE;ALEXANDRE CABANEL;75015;1645;1740;1230;Oui;161.05455387;1881;;;;1;Non;115;25;57589;3232;3472;CA
655;Promenades ouvertes;Jardin;10;;RUE DU;MAROC;75019;7355;6638;1897;Oui;445.02117746;1967;1975;SQUARE TANGER - MAROC - FLANDRE;;1;Non;119;42;66382;349;3702;CA
463;Promenades ouvertes;Square;2;;RUE;GUSTAVE CHARPENTIER;75017;2568;3320;1890;Oui;209.85444006;1984;;;1984;1;Non;117;34;61598;1974;3554;CA
774;Promenades ouvertes;Jardin;51;;RUE DE LA;CROIX SAINT SIMON;75020;327;366;170;Oui;75.37745669;1986;;;;1;Non;120;46;70450;3185;3351;CA
416;Promenades ouvertes;Jardin;41;;RUE;MIRABEAU;75016;37240;37600;29400;Oui;773.5975623;1977;1984;;;1;Non;116;32;60289;4147;5019;CP
11119;Murs végétalisés;Murs vegetalises;5;;RUE  DE;MONTMORENCY;75003;0;;;Non;3.73327256;2008;;;;2;;101;2;JDE7128;SV;7128;CA
528;Promenades ouvertes;Square;36;;SQUARE DE;CLIGNANCOURT;75018;4156;4093;1191;Oui;326.90806111;1914;;SQUARE DE CLIGNANCOURT;2007;1;Non;118;38;62896;4148;3487;CA
106;Jardinets décoratifs;Jardinet;2;;AVENUE;MYRON HERRICK;75008;369;423;423;Oui;101.72279333;1985;;;;1;Non;104;9;46176;1100;3759;CA
49;Jardinets décoratifs;Jardinet;25;;RUE;LHOMOND;75005;179;166;166;Oui;58.64131708;1989;;JARDINET DES RUES LHOMOND - AMIOT;2013;1;Non;113;4;44534;3586;3789;CA
831;Jardinets décoratifs;Jardinet;2;;PLACE;SALVADOR ALLENDE;75007;596;530;443;Oui;107.95576019;1886;;JARDINET MOTTE-PICQUET SANTIAGO DU CHILI;;1;Non;101;6;45411;3627;3721;CA
656;Promenades ouvertes;Square;4;;RUE;DAMPIERRE;75019;1314;1270;961;Oui;121.21320536;1968;;;;1;Non;119;41;66240;98;3484;CA
560;Jardinets décoratifs;Plate-bande;15;;RUE;GIRARDON;75018;105;75;75;Oui;71.49973764;;;;;3;Non;118;37;64063;4130;3814;CA
912;Jardinets décoratifs;Jardin;1;;ALLEE DES;BROUILLARDS;75018;332;391;391;Oui;97.38128696;1985;;;;1;Non;118;37;64024;4190;5052;CA
11279;Ephémères, partagés, pédagogiques;Jardin partage;108;T;RUE DU;RUISSEAU;75018;885;780;780;Oui;219.4040943;2004;;;;1;Non;118;38;62530;4550;6680;CP
98;Promenades ouvertes;Jardin;13;;RUE DU;GENERAL FOY;75008;587;563;563;Oui;106.35398861;1926;;;;1;Non;104;8;45932;3716;3339;CA
10709;Décorations sur la voie publique;Jardiniere;2;V;PLACE;JEAN-BAPTISTE CLEMENT;75018;452;458;458;Non;96.79866774;;;;;1;;118;37;JDE6232;SV;6232;CA
10717;Décorations sur la voie publique;Decoration;4;V;PLACE DE;WAGRAM;75017;804;754;754;Non;104.27409579;;;;;1;;117;35;JDE7477;SV;7477;CA
10935;Décorations sur la voie publique;Jardiniere;15;V;AVENUE;PIERRE DE COUBERTIN;75013;398;455;455;Non;128.26619726;2002;;;;2;;113;20;JDE7351;SV;7351;CA
10026;Promenades ouvertes;Promenade;87;B;AVENUE DES;TERNES;75017;3099;3200;1910;Oui;357.38904157;1989;;PROMENADE PEREIRE - LAUGIER / BAYEN;2019;0;Non;117;34;61221;4047;3446;CA
10247;Décorations sur la voie publique;Jardiniere;1;;PLACE;JUSSIEU;75005;138;110;110;Non;113.43988406;;;;;2;;113;4;JDE7175;SV;7175;CA
11295;Décorations sur la voie publique;Jardiniere;3;X;PORT;HENRI IV;75004;169;180;180;Non;220.39727801;;;;;4;;101;3;JDE8318;SV;8318;CA
10033;Promenades ouvertes;Square;2;;PLACE;EMILE MALE;75005;13070;12168;4803;Oui;555.04185011;1923;;;1931;1;Non;113;4;44517;791;4961;CA
649;Promenades ouvertes;Square;2;;PLACE DES;FETES;75019;3753;3950;3750;Oui;248.23174518;1863;1994;;1971;1;Non;119;43;67763;3095;3647;CA
794;Cimetières;Cimetière;16;;RUE DU;REPOS;75020;431577;432000;;Oui;2809.81073662;1804;;;;1;Non;15;158;69140;200;5070;CP
10942;Décorations sur la voie publique;Jardiniere;277;;RUE DE;VAUGIRARD;75015;33;37;37;Non;35.80963791;;;;;1;;115;24;JDE7426;SV;7426;CA
11186;Murs végétalisés;Murs vegetalises;28;;RUE;GANNERON;75018;212;;;Non;813.76790542;2005;;;;1;;118;37;JDE7519;SV;7519;CP
11196;Murs végétalisés;Murs vegetalises;43;;AVENUE;JEAN JAURES;75019;19;;;Non;66.85649382;2004;;;;1;;119;42;JDE7562;SV;7562;CP
10795;Décorations sur la voie publique;Jardinet;29;;AVENUE;EMILE ZOLA;75015;382;425;425;Non;139.4712904;;;;;3;;115;26;JDE7401;SV;7401;CA
925;Cimetières;Cimetière;46;;RUE D';HAUTPOUL;75019;13493;11300;;Oui;588.90257304;1828;;;;1;Non;15;158;66818;1760;5080;CP
10305;Décorations sur la voie publique;Jardiniere;1;;AVENUE DE;TAILLEBOURG;75011;132;122;122;Non;134.63834024;;;;;9;;111;12;JDE7248;SV;7248;CA
10315;Décorations sur la voie publique;Jardinet;1;;RUE;CLOTHILDE DE VAUX;75011;76;66;66;Non;36.7364179;;;;;1;;111;11;JDE7256;SV;7256;CA
10979;Décorations sur la voie publique;Jardiniere;16;Z;AVENUE DE;LAMORICIERE;75012;144;147;147;Non;148.44866024;2008;;;;5;;111;16;JDE7290;1352;7290;CA
10863;Décorations sur la voie publique;Jardiniere;89;;RUE;DAMREMONT;75018;169;148;148;Non;165.15914045;;;;;4;;118;38;JDE6219;SV;6219;CA
10746;Jardinets décoratifs;Jardinet;41;;RUE DES;PETITS CARREAUX;75002;118;126;126;Oui;71.65348683;2007;;;;2;Non;101;1;277757;1640;3758;CA
10984;Décorations sur la voie publique;Jardiniere;23;;QUAI;PANHARD ET LEVASSOR;75013;628;588;588;Non;240.29355947;2008;;;;2;;113;17;JDE7358;SV;7358;CA
10371;Décorations sur la voie publique;Jardiniere;7;;BOULEVARD;KELLERMANN;75013;185;182;182;Non;80.54357986;;;;;2;;113;20;JDE7324;SV;7324;CA
11428;Promenades ouvertes;Square;3;;RUE DU;BOCAGE;75015;1491;1300;930;Oui;241.40269672;2017;;;;1;Non;115;28;268749;5621;9971;CA
11174;Murs végétalisés;Murs vegetalises;1;;PLACE DE LA;PORTE MAILLOT;75016;6;;;Non;52.6514293;2004;;;;1;;116;30;JDE7470;SV;7470;CP
11176;Murs végétalisés;Murs vegetalises;18;;RUE;GROS;75016;9;;;Non;67.20237644;2005;;;;1;;116;32;JDE7472;4003;7472;CP
10700;Décorations sur la voie publique;Jardiniere;83;;RUE DE;LA JONQUIERE;75017;648;760;760;Non;309.82155297;;;;;6;;117;36;JDE7490;SV;7490;CA
11180;Murs végétalisés;Murs vegetalises;83;P;RUE DE LA;JONQUIERE;75017;16;;;Non;77.73173703;2004;;;;1;;117;36;JDE7502;SV;7502;CP
11454;Ephémères, partagés, pédagogiques;Jardin partage;16;;RUE DE;JESSAINT;75018;30;97;97;Oui;22.22484061;2012;;LE VERGER DE LA GOUTTE D'OR;;1;Non;118;39;237594;4470;0;0
11459;Ephémères, partagés, pédagogiques;Jardin partage;4;;RUE;MONTCALM;75018;246;112;112;Oui;63.0239009;2014;;;;1;Non;118;37;261880;4192;0;0
668;Promenades ouvertes;Jardin;38;;BOULEVARD;SERURIER;75019;3514;5395;2103;Non;328.3987649;1991;;;;1;Oui;119;43;67692;3017;3417;CA
10776;Décorations sur la voie publique;Jardinet;4;V;SQUARE;BOLIVAR;75019;309;354;354;Non;83.91738511;2006;;;;1;;119;40;67461;SV;5057;CA
11472;Décorations sur la voie publique;Jardiniere;177;;BOULEVARD;SERURIER;75019;34;45;45;Non;23.06943959;2012;;;;1;;119;41;JDE8557;3135;8557;CA
11484;Décorations sur la voie publique;Jardiniere;214;bP;RUE D';AUBERVILLIERS;75019;351;800;800;Non;250.94151662;2016;;;;1;;119;42;JDE10274;SV;10274;CA
11495;Décorations sur la voie publique;Plate-bande;1;;RUE DE L';ALBONI;75016;121;158;158;Non;237.19114349;;2011;;;9;;116;33;JDE10407;SV;10407;CA
11516;Ephémères, partagés, pédagogiques;Jardin partage;295;;RUE DE;BELLEVILLE;75019;236;180;180;Oui;60.63680794;2011;;;;1;Non;119;43;66620;4551;6693;CA
11534;Murs végétalisés;Murs vegetalises;28;B;RUE DES;BOIS;75019;3;;;Non;13.92556489;2017;;;;1;;119;43;JDE9637;SV;9637;CA
728;Périphérique;Talus;0;;;;75019;2378;;;Non;304.64121784;;;;;1;;999;;0;0;0;0
11550;Périphérique;Talus;0;;;;75019;961;;;Non;335.08323293;;;;;1;;999;;0;0;0;0
11551;Périphérique;Talus;0;;;;75019;990;;;Non;194.50203076;;;;;1;;999;;0;0;0;0
11214;Décorations sur la voie publique;Jardiniere;1;;RUE;JACQUES PREVERT;75020;606;595;595;Non;437.20329073;2011;;;;11;;120;44;JDE6658;SV;6658;CA
11568;Périphérique;Talus;0;;;;75012;234;;;Non;116.86786203;;;;;1;;9;;0;0;0;0
213;Périphérique;Talus;0;;;;75012;216;;;Non;80.21768697;;;;;1;;9;;0;0;0;0
633;Périphérique;Talus;0;;;;75018;1070;;;Non;626.39070705;;;;;1;;999;;0;0;0;0
645;Périphérique;Talus;0;;;;75018;2071;;;Non;381.10727757;;;;;1;;999;;0;0;0;0
11597;Périphérique;Talus;0;;;;75017;813;;;Non;284.68170277;;;;;1;;999;;0;0;0;0
520;Périphérique;Talus;0;;;;75017;1314;;;Non;540.4503611;;;;;1;;999;;0;0;0;0
268;Périphérique;Talus;0;;;;75013;2330;;;Non;349.77862241;;;;;1;;9;;0;0;0;0
11618;Périphérique;Talus;0;;;;75013;500;;;Non;105.6210587;;;;;1;;9;;0;0;0;0
272;Périphérique;Talus;0;;;;75013;2626;;;Non;808.22055001;;;;;1;;9;;0;0;0;0
319;Périphérique;Talus;0;;;;75014;924;;;Non;175.78012632;;;;;1;;9;;0;0;0;0
11641;Périphérique;Talus;0;;;;75016;504;;;Non;307.82152817;;;;;1;;9999;;0;0;0;0
11664;Périphérique;Talus;0;;;;75016;137;;;Non;91.98735337;;;;;1;;9999;;0;0;0;0
11666;Périphérique;Talus;0;;;;75016;592;;;Non;221.18886882;;;;;1;;9999;;0;0;0;0
11669;Périphérique;Talus;0;;;;75016;717;;;Non;239.50885428;;;;;1;;9999;;0;0;0;0
11684;Décorations sur la voie publique;Jardiniere;6;;ALLEE;ISADORA DUNCAN;75015;1290;1300;1300;Non;936.52225637;2016;;;;17;;115;25;JDE10404;1213;10404;CA
11686;Ephémères, partagés, pédagogiques;Jardin partage;10;;RUE DES;ROSIERS;75004;84;46;46;Oui;49.07585825;2014;;;;1;Non;101;3;237549;4643;3369;0
11692;Décorations sur la voie publique;Jardiniere;9;;RUE D';ALSACE;75010;42;45;45;Non;45.10675117;;;;;2;;104;10;JDE10395;SV;10395;CA
11732;Murs végétalisés;Murs vegetalises;48;;AVENUE;RENE COTY;75014;33;;;Non;68.53099034;2016;;;;3;;114;21;JDE10259;SV;10259;CA
11742;Promenades ouvertes;Espace Vert;2;Z;PLACE DE L';EDIT DE NANTES;75019;594;591;250;Non;99.7320808;2017;;;;1;Oui;119;42;0;5746;10414;CA
11827;Décorations sur la voie publique;Jardiniere;173;V;AVENUE DE;FLANDRE;75019;177;105;105;Non;76.14053771;2009;;;;1;;119;42;JDE8242;SV;8242;CA
11745;Décorations sur la voie publique;Jardiniere;21;;RUE DE;SREBRENICA;75020;388;277;277;Non;136.88836743;2016;;;;1;;120;46;JDE10419;1359;10419;CA
11750;Murs végétalisés;Murs vegetalises;2;;RUE;LITTRE;75006;2;;;Non;15.49530347;2015;;;;7;;114;5;JDE9574;SV;9574;CA
11752;Murs végétalisés;Murs vegetalises;5;;RUE;FERDINAND FLOCON;75018;2;;;Non;22.53288746;2016;;;;1;;118;38;JDE9627;SV;9627;CA
11754;Murs végétalisés;Murs vegetalises;21;;RUE DU;MAROC;75019;0;;;Non;6.31984121;2016;;;;3;;119;42;JDE9634;SV;9634;CA
11757;Promenades ouvertes;Jardin;1;;RUE;FERNAND RAYNAUD;75020;826;830;490;Oui;115.0343716;2019;;JARDIN CASCADES ERMITAGE;2019;1;Non;120;44;256608;4818;9769;CA
11809;Murs végétalisés;Murs vegetalises;2;;RUE;THEODORE HAMONT;75012;0;;;Non;;2017;;;;22;;111;13;0;0;0;0
11820;Murs végétalisés;Murs vegetalises;18;;RUE DE L';AUDE;75014;7;;;Non;;2017;;;;7;;114;21;JDE10630;SV;10630;CP
11831;Ephémères, partagés, pédagogiques;Jardin partage;23;;RUE DU;FER A MOULIN;75005;40;194;194;Oui;;2012;;LE JARDIN DE THEODORE;;1;Non;113;4;237551;2148;3697;0
11840;Ephémères, partagés, pédagogiques;Jardin partage;34;;RUE;GODEFROY CAVAIGNAC;75011;50;52;52;Oui;;2016;;JARDIN D'OLGA;;13;;111;11;261612;266;3602;0
11844;Ephémères, partagés, pédagogiques;Jardin partage;175;;RUE DE;CHARENTON;75012;76;82;82;Oui;;2012;;LA NOTE BLEUE;;1;Non;111;15;206795;3887;3591;0
11854;Ephémères, partagés, pédagogiques;Jardin partage;1;;PLACE DE LA;PORTE MAILLOT;75016;268;370;370;Oui;;2015;;LES JARDINS DE L'OREE DU BOIS;;1;Non;116;30;261853;4309;0;0
11867;Ephémères, partagés, pédagogiques;Jardin partage;17;;RUE DES;ENVIERGES;75020;514;600;600;Oui;;;;JARDINGUE DE BELLEVILLE;;1;Non;120;44;0;3375;0;0
11874;Ephémères, partagés, pédagogiques;Jardin partage;2;BIS;CITE;LEROY;75020;366;520;520;Oui;;2006;;LEROY SEME;;1;Non;120;45;69014;722;6700;CA
11882;Murs végétalisés;Murs vegetalises;23;;RUE;POISSONNIERE;75002;0;;;Non;;2017;;;;2;;101;1;JDE9563;SV;9563;CA
11917;Promenades ouvertes;Square;50;;RUE;SAINT FARGEAU;75020;1616;1630;1017;Oui;;2019;;SQUARE SAINT FARGEAU;2021;1;Non;120;45;320070;359;10678;CA
11455;Ephémères, partagés, pédagogiques;Jardin partage;8;;IMPASSE DE LA;CHAPELLE;75018;1213;200;200;Oui;181.06235896;2015;;;;1;Non;118;39;0;4867;0;0
11926;Ephémères, partagés, pédagogiques;Jardin partage;30;;RUE;DESNOUETTES;75015;216;400;400;Oui;;2018;;LE POTAGER DU CLOS;;1;Non;115;25;237586;129;0;0
11219;Promenades ouvertes;Jardin;31;;RUE;BREGUET;75011;905;913;423;Oui;179.76030629;2019;;JARDIN BREGUET  ex: JARDIN DU TERRAIN DE LA POSTE;2021;1;Non;111;11;327835;1347;7080;CA
11953;Décorations sur la voie publique;Decoration;218;V;RUE;RAYMOND LOSSERAND;75014;343;180;180;Non;;2018;;;;2;;114;23;JDE10840;SV;10840;CA
11950;Décorations sur la voie publique;Jardiniere;1;;RUE DE;SULLY;75004;430;430;430;Non;;2019;;;;17;;101;3;JDE10837;SV;10837;CA
11987;Murs végétalisés;Murs vegetalises;69;;RUE;JEAN BAPTISTE PIGALLE;75009;;;;Non;;2019;;;;3;;104;8;JDE11076;SV;11076;CA
11991;Décorations sur la voie publique;Jardiniere;30;;RUE DE L';INTERNE LOEB;75013;16;16;16;Non;;2019;;;;2;;113;20;JDE11543;SV;11543;CP
11287;Ephémères, partagés, pédagogiques;Jardin partage;63;T;RUE;RIQUET;75018;293;365;365;Oui;137.64547128;2014;;COMMUN JARDIN;;2;Non;118;39;204001;3736;0;0
12019;Murs végétalisés;Murs vegetalises;24;;RUE DU;CLOITRE SAINT MERRY;75004;;18;18;Non;;2015;;JARDINIERES DE L'ANGLE DE LA RUE DU CLOITRE SAINT-MERRI;;1;;101;3;0;SV;0;0
12060;Murs végétalisés;Murs vegetalises;68;B;BOULEVARD DE;BERCY;75012;;43;43;Non;;2015;;SQUARE JEAN MORIN;;1;;111;15;0;3890;0;0
12087;Murs végétalisés;Murs vegetalises;2;;RUE;JEAN FORMIGE;75015;;103;103;Non;;2018;;SQUARE SAINT-LAMBERT;;1;;115;25;0;3226;0;0
12110;Murs végétalisés;Murs vegetalises;22;;CHAUSSEE DE LA;MUETTE;75016;;6;6;Non;;2020;;JARDIN DU RANELAGH;;1;;116;31;0;387;0;0
12126;Murs végétalisés;Murs vegetalises;1;;RUE DE LA;BONNE;75018;;20;20;Non;;2016;;PARC MARCEL BLEUNSTEIN-BLANCHET DIT PARC DE LA TURLURE;;1;;118;37;0;1170;0;0
12127;Murs végétalisés;Murs vegetalises;6;;PLACE;SAINT-PIERRE;75018;;25;25;Non;;2016;;SQUARE LOUISE MICHEL;;1;;118;37;0;4137;0;0
12141;Murs végétalisés;Murs vegetalises;2;;PLACE DES;FETES;75019;;7;7;Non;;2019;;SQUARE MONSEIGNEUR MAILLET;;1;;119;43;0;3095;0;0
11932;Décorations sur la voie publique;Jardiniere;1;;RUE;OCTAVE FEUILLET;75016;36;41;41;Non;;2019;;;;1;;116;31;JDE10709;SV;10709;CA
12179;Décorations sur la voie publique;Jardiniere;2;;PLACE;ALPHONSE ALLAIS;75020;;;;Non;;9999;;;;;;120;44;JDE11691;SV;11691;CP
11722;Murs végétalisés;Murs vegetalises;5;;RUE;EDMOND FLAMAND;75013;3;;;Non;18.07001953;9999;;;;6;;113;18;JDE9610;SV;9610;CA
12184;Décorations sur la voie publique;Jardiniere;2;;RUE;LOUISE WEISS;75013;;;;Non;;9999;;;;;;114;18;JDE11737;SV;11737;CP
12185;Promenades ouvertes;Jardin;5;;RUE;VIVIENNE;75002;1592;;;Oui;;9999;;;;0;Non;101;1;0;PS;11839;CP
12186;Décorations sur la voie publique;Jardiniere;38;V;QUAI  DES;TUILERIES;75001;544;1000;1000;Non;;2019;;;;2;;101;1;JDE11840;SV;11840;CP
12926;Jardinets décoratifs;Jardinet;7;;SQUARE;ALBAN SATRAGNE;75010;191;190;190;Oui;;1954;2020;JARDINET DE L HOPITAL SAINT-LAZARE;2020;3;Non;104;10;47415;576;3732;CA
11212;Décorations sur la voie publique;Jardiniere;2;;RUE;LOUIS DELAPORTE;75020;123;168;168;Non;122.57186246;2009;;;;3;;120;47;JDE6634;SV;6634;CA
156;Promenades ouvertes;Square;13;;RUE;MERLIN;75011;1578;1330;60;Oui;175.38045349;1994;;;;1;Non;111;12;49155;2012;3641;CA
227;Promenades ouvertes;Square;22;;RUE DE LA;FONTAINE A MULARD;75013;3443;3705;587;Oui;297.27909767;1942;;SQ DE LA FONTAINE À MULARD;2001;1;Non;113;19;52654;1148;3656;CA
282;Promenades ouvertes;Square;1;;RUE;JOLIVET;75014;1150;1035;202;Oui;151.97916535;1929;;;1962;1;Non;114;5;54440;3086;3595;CA
292;Promenades ouvertes;Square;1;;RUE;PATURLE;75014;1327;1315;864;Oui;183.42282479;1978;;;;1;Oui;114;23;55436;343;3654;CA
290;Promenades ouvertes;Square;3;;RUE;JULIA BARTET;75014;5493;2660;310;Non;507.8289313;1960;2011;;;1;Oui;114;23;78505;537;3628;CA
243;Promenades ouvertes;Jardin;38;;RUE DU;MOULINET;75013;1501;1550;927;Oui;153.52476944;1989;;JARDIN ILOT VANDREZANNE;1998;1;Non;113;19;54058;3988;3341;CA
303;Promenades ouvertes;Square;125;;RUE;VERCINGETORIX;75014;5075;5167;3593;Oui;557.35217631;1982;;;;1;Non;114;22;54570;524;3562;CA
335;Promenades ouvertes;Square;1;;RUE;TESSIER;75015;3070;3066;1115;Oui;217.79007105;1900;;;;1;Non;115;24;56383;3228;3649;CA
533;Promenades ouvertes;Square;1;W;PLACE;CONSTANTIN PECQUEUR;75018;803;866;332;Oui;121.14750325;1935;;SQUARE PLACE CONSTANTIN PECQUEUR;;1;Non;118;37;62594;4131;3495;CA
550;Promenades ouvertes;Square;22;;RUE;RAYMOND QUENEAU;75018;1691;1645;600;Oui;200.09290939;1989;;;;1;Non;118;39;80276;668;3670;CA
236;Promenades ouvertes;Square;112;;RUE;REGNAULT;75013;2933;4154;2581;Oui;250.76631905;1977;;SQUARE REGNAULT;1997;1;Non;113;17;52645;3066;3707;CA
674;Promenades ouvertes;Jardin;2;;RUE;JEAN OBERLE;75019;3006;3200;2800;Non;340.7573609;1989;;JARDINS DE LA PORTE D'AUBERVILLIERS ESPLANADE CHARLES TILLON;;1;Oui;119;41;65702;3110;3432;CA
10747;Promenades ouvertes;Jardin;11;;RUE;WATT;75013;6984;2065;1813;Oui;694.57309816;2007;;;;1;Oui;113;17;52375;2237;6134;CA
747;Promenades ouvertes;Square;58;;RUE DE;LAGNY;75020;3698;3745;827;Oui;253.30745802;1936;;;;1;Non;120;47;69894;3503;3673;CA
